0.1,0
0.3,0.0103778
0.5,0.0261206
0.7,0.0545712
0.9,0.107397
1.1,0.203636
1.3,0.37368
1.5,0.664203
1.7,1.14371
1.9,1.90783
2.1,3.08292
2.3,4.82574
2.5,7.31696
2.7,10.7461
2.9,15.2864
3.1,21.0615
3.3,28.1052
3.5,36.3235
3.7,45.4658
3.9,55.1149
4.1,64.7043
4.3,73.565
4.5,80.9989
4.7,86.368
4.9,89.1847
5.1,89.1847
5.3,86.368
5.5,80.9989
5.7,73.565
5.9,64.7043
6.1,55.1149
6.3,45.4658
6.5,36.3235
6.7,28.1052
6.9,21.0615
7.1,15.2864
7.3,10.7461
7.5,7.31696
7.7,4.82573
7.9,3.08292
8.1,1.90783
8.3,1.14371
8.5,0.664203
8.7,0.37368
8.9,0.203636
9.1,0.107397
9.3,0.0545711
9.5,0.0261206
9.7,0.0103778
9.9,0
