0.1,0
0.3,0.0873816
0.5,0.196437
0.7,0.351882
0.9,0.584475
1.1,0.933861
1.3,1.45105
1.5,2.20014
1.7,3.25876
1.9,4.7166
2.1,6.67141
2.3,9.22192
2.5,12.4575
2.7,16.4453
2.9,21.2148
3.1,26.7432
3.3,32.9425
3.5,39.6516
3.7,46.6357
3.9,53.5948
4.1,60.1823
4.3,66.0314
4.5,70.7889
4.7,74.1498
4.9,75.8897
5.1,75.8897
5.3,74.1498
5.5,70.7889
5.7,66.0314
5.9,60.1823
6.1,53.5948
6.3,46.6357
6.5,39.6516
6.7,32.9425
6.9,26.7432
7.1,21.2148
7.3,16.4453
7.5,12.4575
7.7,9.22192
7.9,6.67141
8.1,4.7166
8.3,3.25876
8.5,2.20014
8.7,1.45105
8.9,0.93386
9.1,0.584474
9.3,0.351882
9.5,0.196437
9.7,0.0873815
9.9,0
