0.1,0
0.3,0.0364397
0.5,0.0855718
0.7,0.162929
0.9,0.289901
1.1,0.497036
1.3,0.82755
1.5,1.34078
1.7,2.11496
1.9,3.24846
2.1,4.85827
2.3,7.07466
2.5,10.0308
2.7,13.847
2.9,18.6103
3.1,24.3511
3.3,31.0198
3.5,38.4686
3.7,46.4418
3.9,54.5809
4.1,62.4445
4.3,69.5447
4.5,75.3955
4.7,79.5674
4.9,81.7392
5.1,81.7392
5.3,79.5674
5.5,75.3955
5.7,69.5447
5.9,62.4445
6.1,54.5809
6.3,46.4418
6.5,38.4686
6.7,31.0198
6.9,24.3511
7.1,18.6103
7.3,13.8469
7.5,10.0308
7.7,7.07465
7.9,4.85827
8.1,3.24846
8.3,2.11496
8.5,1.34078
8.7,0.82755
8.9,0.497035
9.1,0.289901
9.3,0.162929
9.5,0.0855717
9.7,0.0364396
9.9,0
