0.1,0
0.3,0.001678
0.5,0.00433083
0.7,0.0103656
0.9,0.0238452
1.1,0.0527215
1.3,0.112036
1.5,0.228825
1.7,0.449189
1.9,0.847483
2.1,1.53676
2.3,2.67829
2.5,4.48622
2.7,7.2223
2.9,11.1748
3.1,16.6179
3.3,23.751
3.5,32.6252
3.7,43.0719
3.9,54.6513
4.1,66.6459
4.3,78.1111
4.5,87.9868
4.7,95.2549
4.9,99.1111
5.1,99.1111
5.3,95.2549
5.5,87.9868
5.7,78.1111
5.9,66.6459
6.1,54.6513
6.3,43.0718
6.5,32.6252
6.7,23.7509
6.9,16.6179
7.1,11.1748
7.3,7.2223
7.5,4.48622
7.7,2.67829
7.9,1.53676
8.1,0.847481
8.3,0.449189
8.5,0.228825
8.7,0.112036
8.9,0.0527215
9.1,0.0238451
9.3,0.0103656
9.5,0.00433083
9.7,0.001678
9.9,0
