0.1,0
0.3,0.0166762
0.5,0.0408562
0.7,0.0823708
0.9,0.156026
1.1,0.284831
1.3,0.50394
1.5,0.865176
1.7,1.44168
1.9,2.33174
2.1,3.6604
2.3,5.57697
2.5,8.24658
2.7,11.8342
2.9,16.481
3.1,22.2737
3.3,29.2116
3.5,37.1757
3.7,45.9088
3.9,55.0121
4.1,63.9643
4.3,72.1653
4.5,78.9998
4.7,83.9124
4.9,86.4822
5.1,86.4822
5.3,83.9124
5.5,78.9998
5.7,72.1653
5.9,63.9643
6.1,55.0121
6.3,45.9088
6.5,37.1757
6.7,29.2116
6.9,22.2737
7.1,16.481
7.3,11.8342
7.5,8.24657
7.7,5.57697
7.9,3.6604
8.1,2.33174
8.3,1.44168
8.5,0.865175
8.7,0.50394
8.9,0.284831
9.1,0.156025
9.3,0.0823707
9.5,0.0408562
9.7,0.0166762
9.9,0
