0.1,0
0.3,0.00321941
0.5,0.00863787
0.7,0.0196991
0.9,0.0426337
1.1,0.0888065
1.3,0.178326
1.5,0.345238
1.7,0.644388
1.9,1.15956
2.1,2.01161
2.3,3.36426
2.5,5.42404
2.7,8.43014
2.9,12.6304
3.1,18.2415
3.3,25.3957
3.5,34.0808
3.7,44.0863
3.9,54.9713
4.1,66.0697
4.3,76.5421
4.5,85.4724
4.7,91.9978
4.9,95.4452
5.1,95.4452
5.3,91.9978
5.5,85.4724
5.7,76.542
5.9,66.0697
6.1,54.9712
6.3,44.0863
6.5,34.0808
6.7,25.3957
6.9,18.2415
7.1,12.6304
7.3,8.43013
7.5,5.42404
7.7,3.36426
7.9,2.0116
8.1,1.15956
8.3,0.644387
8.5,0.345238
8.7,0.178326
8.9,0.0888065
9.1,0.0426336
9.3,0.019699
9.5,0.00863786
9.7,0.00321941
9.9,0
