0.1,0
0.3,0.0504299
0.5,0.116463
0.7,0.216686
0.9,0.375751
1.1,0.627583
1.3,1.01858
1.5,1.61046
1.7,2.4822
1.9,3.73016
2.1,5.46553
2.3,7.80807
2.5,10.8755
2.7,14.7686
2.9,19.5524
3.1,25.2359
3.3,31.753
3.5,38.9485
3.7,46.5723
3.9,54.2859
4.1,61.6827
4.3,68.3204
4.5,73.7641
4.7,77.6324
4.9,79.642
5.1,79.642
5.3,77.6324
5.5,73.7641
5.7,68.3204
5.9,61.6827
6.1,54.2859
6.3,46.5723
6.5,38.9485
6.7,31.753
6.9,25.2359
7.1,19.5524
7.3,14.7686
7.5,10.8755
7.7,7.80807
7.9,5.46552
8.1,3.73016
8.3,2.4822
8.5,1.61046
8.7,1.01858
8.9,0.627583
9.1,0.375751
9.3,0.216686
9.5,0.116463
9.7,0.0504298
9.9,0
